,Start_Year,Semester,Major,1st_Year_lag_1,Total_1st_Year_Students_lag_1,Percentage_Distribution_lag_1
469,2023,2,BSInterGastro,24.0,2899.0,0.8278716798896172
470,2023,2,BSNEd,2.0,2899.0,0.0689893066574681
471,2023,2,BSNursing,83.0,2899.0,2.8630562262849257
472,2023,2,BSPsychology,87.0,2899.0,3.001034839599862
473,2023,2,BSRadTech,27.0,2899.0,0.9313556398758192
474,2023,2,BSTM-DestMgmt,4.0,2899.0,0.1379786133149362
475,2023,2,BSTM-Events,1.0,2899.0,0.03449465332873405
476,2023,2,BSTM-Travel,150.0,2899.0,5.174197999310107
477,2023,2,BSTourism,0.0,2899.0,0.0
478,2023,2,BusMgt,122.0,2899.0,4.208347706105553
479,2023,2,CE,179.0,2899.0,6.1745429458433945
480,2023,2,Comp. Eng'g.,103.0,2899.0,3.552949292859607
481,2023,2,EE,22.0,2899.0,0.758882373232149
482,2023,2,ELECENG,22.0,2899.0,0.758882373232149
483,2023,2,English-BSED,20.0,2899.0,0.689893066574681
484,2023,2,Fil-BSED,0.0,2899.0,0.0
485,2023,2,IE,80.0,2899.0,2.759572266298724
486,2023,2,ME,81.0,2899.0,2.7940669196274577
487,2023,2,Math,1.0,2899.0,0.03449465332873405
488,2023,2,Science-BSED,3.0,2899.0,0.10348395998620215
489,2023,2,SocialStud-BSED,5.0,2899.0,0.17247326664367024
